"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02945V03560","ICD 10 Diagnostic Group","UNIT","VALUE"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","11","Alcoholic disorders","Rate per 100,000 Pop.","1.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","13","Other drug disorders","Rate per 100,000 Pop.","0.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","15","Eating disorders","Rate per 100,000 Pop.","0.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","16","Intellectual disability","Rate per 100,000 Pop.","2.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","17","Development disorders","Rate per 100,000 Pop.","0.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","19","Other and unspecified","Rate per 100,000 Pop.","5.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","1","Male","21","All disorders","Rate per 100,000 Pop.","42.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","02","Organic mental disorders","Rate per 100,000 Pop.","3.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","10.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","06","Depressive disorders","Rate per 100,000 Pop.","5.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","07","Mania","Rate per 100,000 Pop.","3.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","08","Neuroses","Rate per 100,000 Pop.","2.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","10","Personality and behavioural disorders","Rate per 100,000 Pop.","2.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","11","Alcoholic disorders","Rate per 100,000 Pop.","0.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","13","Other drug disorders","Rate per 100,000 Pop.","0.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","15","Eating disorders","Rate per 100,000 Pop.","0.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","16","Intellectual disability","Rate per 100,000 Pop.","0.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","17","Development disorders","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","19","Other and unspecified","Rate per 100,000 Pop.","4.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2020","2020","2","Female","21","All disorders","Rate per 100,000 Pop.","34.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","02","Organic mental disorders","Rate per 100,000 Pop.","3.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","15"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","06","Depressive disorders","Rate per 100,000 Pop.","5.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","07","Mania","Rate per 100,000 Pop.","3.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","08","Neuroses","Rate per 100,000 Pop.","2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","10","Personality and behavioural disorders","Rate per 100,000 Pop.","1.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","11","Alcoholic disorders","Rate per 100,000 Pop.","1.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","13","Other drug disorders","Rate per 100,000 Pop.","0.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","15","Eating disorders","Rate per 100,000 Pop.","0.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","16","Intellectual disability","Rate per 100,000 Pop.","1.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","17","Development disorders","Rate per 100,000 Pop.","0.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","19","Other and unspecified","Rate per 100,000 Pop.","5.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","-","Both sexes","21","All disorders","Rate per 100,000 Pop.","39.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","02","Organic mental disorders","Rate per 100,000 Pop.","3.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","18.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","06","Depressive disorders","Rate per 100,000 Pop.","4.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","07","Mania","Rate per 100,000 Pop.","3.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","08","Neuroses","Rate per 100,000 Pop.","1.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","10","Personality and behavioural disorders","Rate per 100,000 Pop.","0.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","11","Alcoholic disorders","Rate per 100,000 Pop.","1.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","13","Other drug disorders","Rate per 100,000 Pop.","1.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","15","Eating disorders","Rate per 100,000 Pop.","0.1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","16","Intellectual disability","Rate per 100,000 Pop.","2.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","17","Development disorders","Rate per 100,000 Pop.","0.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","19","Other and unspecified","Rate per 100,000 Pop.","5.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","1","Male","21","All disorders","Rate per 100,000 Pop.","43.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","02","Organic mental disorders","Rate per 100,000 Pop.","2.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","11.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","06","Depressive disorders","Rate per 100,000 Pop.","5.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","07","Mania","Rate per 100,000 Pop.","3.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","08","Neuroses","Rate per 100,000 Pop.","2.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","10","Personality and behavioural disorders","Rate per 100,000 Pop.","1.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","11","Alcoholic disorders","Rate per 100,000 Pop.","0.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","13","Other drug disorders","Rate per 100,000 Pop.","0.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","15","Eating disorders","Rate per 100,000 Pop.","1"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","16","Intellectual disability","Rate per 100,000 Pop.","0.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","17","Development disorders","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","19","Other and unspecified","Rate per 100,000 Pop.","4.7"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2021","2021","2","Female","21","All disorders","Rate per 100,000 Pop.","34.9"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","02","Organic mental disorders","Rate per 100,000 Pop.","3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","03","Schizophrenia","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","Rate per 100,000 Pop.","15.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","05","Other psychoses","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","06","Depressive disorders","Rate per 100,000 Pop.","5.8"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","07","Mania","Rate per 100,000 Pop.","3.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","08","Neuroses","Rate per 100,000 Pop.","1.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","09","Personality disorders","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","10","Personality and behavioural disorders","Rate per 100,000 Pop.","1.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","11","Alcoholic disorders","Rate per 100,000 Pop.","1.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","12","Drug dependence","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","13","Other drug disorders","Rate per 100,000 Pop.","0.6"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","14","Mental handicap","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","15","Eating disorders","Rate per 100,000 Pop.","0.5"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","16","Intellectual disability","Rate per 100,000 Pop.","1.3"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","17","Development disorders","Rate per 100,000 Pop.","0.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Rate per 100,000 Pop.","0"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","19","Other and unspecified","Rate per 100,000 Pop.","6.4"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","20","Unspecified","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","-","Both sexes","21","All disorders","Rate per 100,000 Pop.","40.2"
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","1","Male","01","Organic category","Rate per 100,000 Pop.",""
"HRA71C02","Psychiatric In-patients (Rate per 100,000 Pop.)","2022","2022","1","Male","02","Organic mental disorders","Rate per 100,000 Pop.","3.4"
